[2024-03-10 13:23:22,223 INFO] Vocab size: 38622
[2024-03-10 13:23:22,223 INFO] EmotionVocab Size: 32
[2024-03-10 13:23:23,936 INFO] Training data size: 40252
[2024-03-10 13:23:23,936 INFO] Valid data size: 5736
[2024-03-10 13:23:23,936 INFO] Test data size: 307
[2024-03-10 13:23:32,639 INFO] loading emotion model...
[2024-03-10 13:23:38,819 INFO] S-0	<CLS> Help. Help me. I dunno what I'm doing anymore <SEP>
[2024-03-10 13:23:41,526 INFO] H-121	i can understand that . i hope you get some rest .
[2024-03-10 13:23:41,526 INFO] S-122	<CLS> Trust is a curious little thing.... We take it for granted... until we eventually realise: it's a concept that doesn't actually exist. <SEP>
[2024-03-10 13:23:41,526 INFO] T-122	<BOS> You're wrong. It's hard to trust and you may get burned, but you have to be willing to take that risk. There are people who care about you. <EOS>
[2024-03-10 13:23:41,526 INFO] H-122	i know right . i am sure you will get it .
[2024-03-10 13:23:41,526 INFO] S-123	<CLS> I failed my suicide attempt. I tried to hang myself but I was saved by my mom. :( <SEP>
[2024-03-10 13:23:41,526 INFO] T-123	<BOS> I'm glad your mother loves you and was there for you. I hope you are able to pass through this time and feel better. Perhaps find a local nonprofit to volunteer at. Something simple like a food bank, maybe a soup kitchen. That way, you can know that by being alive in the next few weeks, you have a direct purpose. It's something small, but it will make the lives of others better, because you lived. You can build from there and go on to help more people. <EOS>
[2024-03-10 13:23:41,526 INFO] H-123	that 's terrible . i 'm sorry to hear that .
[2024-03-10 13:23:41,526 INFO] S-124	<CLS> I feel like drunk me is the person I'd be without depression. With drunk me I mean being drunk and on xanax <SEP>
[2024-03-10 13:23:41,526 INFO] T-124	<BOS> I feel you. I'm only happy and at ease when I'm drunk. I'm sure I'd drink a lot more if I had more disposable income. <EOS>
[2024-03-10 13:23:41,526 INFO] H-124	that is so bad . i am sorry to hear that .
[2024-03-10 13:23:41,526 INFO] S-125	<CLS> I want to die. I fucking hate myself and my miserable existence. I'm a shitty excuse of a human being. I can't even kill myself properly but that probably won't stop me from trying again soon. <SEP>
[2024-03-10 13:23:41,526 INFO] T-125	<BOS> What makes you think you're a shitty human being? I don't know who you are and I don't know your story, so pardon me if I'm coming as rude by saying this (that is not my intention, I'm solely trying to help), but maybe some of those reasons aren't founded. For example I often worry that all the people I love will abandon me, and even though it's not really founded and I know in the back of my head that it probably won't happen, it is still one of my largest fears. <EOS>
[2024-03-10 13:23:41,526 INFO] H-125	that 's understandable , i have a colleague that seems like a lot of people are just alone .
[2024-03-10 13:23:41,526 INFO] S-126	<CLS> how do people deal with deprrssion. I got depression recently. Iv4 never had it before. Some days I wanna end my life and some days i am happy. How do people overcome this <SEP>
[2024-03-10 13:23:41,526 INFO] T-126	<BOS> You don't overcome it. You learn to live with it. Its who you are and there's nothing wrong with that. I find thrill seeking helps me. I'm sure it's not the most productive strategy, but it definately gets me to keep waking up. If you ever need to talk, feel free to message me. <EOS>
[2024-03-10 13:23:41,526 INFO] H-126	i 'm sorry to hear that . i hope you can find someone soon .
[2024-03-10 13:23:41,526 INFO] S-127	<CLS> Does anyone else have a hard time getting motivated to exercise?. I find exercise almost unbearable w/ depression. <SEP>
[2024-03-10 13:23:41,526 INFO] T-127	<BOS> The only way I'll exercise is if it's a real task that matters, like jogging to get to the bus stop on time or lifting furniture at work. I can't do the whole exercise for the sake of being healthy thing. I don't care enough about my health for that to work. <EOS>
[2024-03-10 13:23:41,526 INFO] H-127	that 's a good thing to have . i 'm sorry you 're going through this .
[2024-03-10 13:23:43,348 INFO] S-128	<CLS> Does abstaining from masturbation cures depression?. At least for some people? <SEP>
[2024-03-10 13:23:43,348 INFO] T-128	<BOS> Well I will find out because I can't even stay hard anymore, so I'm giving up on it. Going from 7 times a week to 0. <EOS>
[2024-03-10 13:23:43,348 INFO] H-128	oh no ! i 'm sorry to hear that .
[2024-03-10 13:23:43,348 INFO] S-129	<CLS> I've been laying in bed for 2 hours. I've been laying in the dark with my eyes closed for 2 hours and still can't fall asleep. I have to be up early for classes too. This sucks. I just want to sleep but my heart is pounding and i can't stop thinking. It feels like I'm wide awake. <SEP>
[2024-03-10 13:23:43,348 INFO] T-129	<BOS> I always have herbal OTC sleeping supplements prepared in case that happens. Relaxing teas works too but then you are sleepy and have to go to the toilet. In many cases they work pretty well. <EOS>
[2024-03-10 13:23:43,348 INFO] H-129	i 'm sure you will be fine .
[2024-03-10 13:23:43,348 INFO] S-130	<CLS> Sometimes I know that I am doing something that will make my depression worse but I just can't stop!. Over eating not making plans with friends ETC ETC <SEP>
[2024-03-10 13:23:43,348 INFO] T-130	<BOS> Oh crap dude me too... I keep lying in bed all day and binge-eating junk food (like, an entire bag of hot cheetos and then more) and l always end up feeling even worse after but l can't stop. <EOS>
[2024-03-10 13:23:43,348 INFO] H-130	i know what you mean . i hate being late for the night .
[2024-03-10 13:23:43,348 INFO] S-131	<CLS> I can't keep going.. It's getting very hard just to put up a fight. <SEP>
[2024-03-10 13:23:43,348 INFO] T-131	<BOS> What currently feeling. If you want you can talk to me. Rant it out, listening <EOS>
[2024-03-10 13:23:43,348 INFO] H-131	i 'm sorry to hear that . i hope you can find some online .
[2024-03-10 13:23:43,348 INFO] S-132	<CLS> Hang myself so much I've moved up to face cutting. There are times where I would like to smash a wine glad into my face, or fantasise about having my head smashed in. Today I started cutting my face. <SEP>
[2024-03-10 13:23:43,348 INFO] T-132	<BOS> Why the heck do we hate ourselves?! Man such as crappy lie we have bought from seriously the pit of hell. Nothing else could be so evil as to make us not believe we are worthy and deserving of a good life just as much as everyone else. Sorry to get weird there, it just makes me mad that anyone has to feel this way about themselves. Anyway, I have one scar on my arm from one time that I tried that and there forever. It still makes me sad when I see it. so sorry for what pain you are in. There will be a time in your future where you will not feel so much pain and will hopefully even feel better about yourself &amp; the future you will be so thankful if you permanently scar your face. <EOS>
[2024-03-10 13:23:43,348 INFO] H-132	oh no ! i 'm sorry that happened to you .
[2024-03-10 13:23:43,348 INFO] S-133	<CLS> Sometimes it difficult to ask for help. What is worse most people won't be willing to help. <SEP>
[2024-03-10 13:23:43,348 INFO] T-133	<BOS> Sometimes you got to find the right people to help you is all. I think you would be surprised sometimes the people who would be willing to help <EOS>
[2024-03-10 13:23:43,348 INFO] H-133	i 'm sorry to hear that . what happened ?
[2024-03-10 13:23:43,348 INFO] S-134	<CLS> Life is unbearable, what can I do?. I'm stuck in a prison. don't know. <SEP>
[2024-03-10 13:23:43,348 INFO] T-134	<BOS> felt like that before and I honestly know what happened to change it. pretty sure I just got so good at hiding it and acting happy just started to believe myself <EOS>
[2024-03-10 13:23:43,348 INFO] H-134	i hate when that happens .
[2024-03-10 13:23:43,348 INFO] S-135	<CLS> Is it normal to be depressed ? Or is there something else wrong with you. I think i am but is depression just an excuse for something else ? What do you think I'm not sucidial I think it's selfish <SEP>
[2024-03-10 13:23:43,348 INFO] T-135	<BOS> Maybe. Maybe its increasing because people are getting convinced by others that they're depressed? But it is a sickness, so that sucks <EOS>
[2024-03-10 13:23:43,348 INFO] H-135	that 's a good idea . i 'm sure you 'll be fine .
[2024-03-10 13:23:43,349 INFO] S-136	<CLS> I don't want to be here anymore.. Currently debating whether or not to end it. Im so lonely and lost. <SEP>
[2024-03-10 13:23:43,349 INFO] T-136	<BOS> not alone. PM me if you ever need someone to chat. <EOS>
[2024-03-10 13:23:43,349 INFO] H-136	i am sorry to hear that . i know the feeling .
[2024-03-10 13:23:43,349 INFO] S-137	<CLS> Anyone tried ketamine infusions for depression?. Considering trying this treatment for depression, anyone already tried it? <SEP>
[2024-03-10 13:23:43,349 INFO] T-137	<BOS> Haven't tried it but know a medical professional that says it really works for many patients. Not covered by insurance though. <EOS>
[2024-03-10 13:23:43,349 INFO] H-137	oh no . i 'm sorry to hear that .
[2024-03-10 13:23:43,349 INFO] S-138	<CLS> Why do I only want to sleep, cry, and eat? WTF is wrong with me?. I stupidly quit my job last week. I was becoming close with a guy that I stupidly became a jerk to all because I couldn't control my mood swings. My boyfriend only wants to fuck me. WTF should I do? <SEP>
[2024-03-10 13:23:43,349 INFO] T-138	<BOS> You are capable of doing things on your own. If your boyfriend doesn't make you happy, you don't have to be with him. If you are worried about coping, you can take things slowly, step by step. I should follow my own advice here as well: don't be afraid to seek therapy if you can. It will help, even if it only helps a little. As for your job, I'm sorry it didn't work out. But don't let things ruminate in your mind. Worrying about them over and over does nothing to help you. *Depression thrives in rumination*. Try looking into mindfulness meditation. It's not spiritual garbage, it's literally training the neural pathways in your brain to put less weight on particular thoughts, so that you don't get stuck in negative feedback loops. It takes time to change your brain structure, but it can be done. Another thing is to find distractions. Productive is better, but if you keep the less productive ones in check they can be helpful also. Delve into hobbies or learn a new skill. Be social and try new things. That's the best way to cope in my opinion. I need to take my own advice. <EOS>
[2024-03-10 13:23:43,349 INFO] H-138	well , you should n't feel bad .
[2024-03-10 13:23:43,349 INFO] S-139	<CLS> I wish I could be drunk 24/7. I hate myself and my life. Nothing is enjoyable for me anymore sober. <SEP>
[2024-03-10 13:23:43,349 INFO] T-139	<BOS> Same. I drink every night. I look forward to 731 every night so both my kids are in bed and I can pour myself four shots of whiskey <EOS>
